	Summary	Job Title	Date	Overall Rating	Pros	Cons
4201	Leader is not familiar with the industry	 Associate	24 Feb 2020	3.0	full of young people; work life balance is ok comparing to Lazada	It's my personal experience but my leader has zero industry experience before and the whole team is not heading to the right direction
4202	It is a good working environment	 Content Analyst	23 Feb 2020	4.0	"- Very good working environment
- meal
- enjoyable"	- small salary for analyst
4203	great for e-com freshers	 BI Analyst	21 Feb 2020	3.0	"- gain basic knowledge of how an e-com works
- start-up environment, fast-paced
- nice office, good working environment"	"- role ambiguity 
- little incentives if you enter the company at an entry/junior level (salary is not performance-based, but rather, seniority-based)"
4204	Run. Adapt.	 Anonymous Employee	21 Feb 2020	4.0	Dynamic workload. Very fast pace and you'll learn a lot in such a small amount of time.	Since the company always RUNs. You are expected to be ON all the time. No flexible working hour.
4205	Great experience on a big start up company	 Payment Specialist	17 Feb 2020	4.0	Work life balance, free lunch and dinner	huge gap of salary between supervisor and the subordinate
4206	Culture varies from team to team, overall not bad	 	17 Feb 2020	3.0	"Salary and growth is competitive and systematic.
Business is growing, feeling optimistic when working in it.
Good place to learn about e-commerce, IT, retail industry."	"Chinese culture is dominated. Hence, not diverse enough when it comes to working culture, management and strategy planning.

Average age of staff is 27, which is too young and not mature when dealing with real business. It is more like working in a project with students in university."
4207	HR Mandates Staff to give good ratings	 SEO Specialist	16 Feb 2020	1.0	Start up culture, so young and things move fast. But immensely full of politics.	"Lately, HR has come to learn of its bad reviews on glassdoor and has made every employee write 5 start ratings back on glassdoor. Is very evident with the sudden increase of positive review in the past 2 weeks.

Also dislike the patronising replies by HR to some of the negative feedback left by employees. Seriously, were they truly ""shocked"" and ""surprised"" by the negative sentiments? Either the HR staff are totally not in-sync with the company culture or just being hypocritical on keyboards, either way, is telling of the company culture when HR behaves in such an unprofessional way.

Absolutely distasteful and disgusting."
4208	Awesome place!	 	14 Feb 2020	5.0	Everyone in this office is friendly and the culture is near perfect. Colleagues are humble and we learn from each other!	Would be good if there is more slots open for the workshops given the large number of employees these days
4209	#LifeAtShopee? - Indeed taking your life away	 Anonymous Employee	13 Feb 2020	2.0	"Shopee hires every-single-day and if you want chill/stagnant job, this is for you. With Shopee its like falling in love. 1st month, you'll be all over Shopee. 6th month you start to see flaws. After a year - you'll be completely out of love. And before you'll be able to complete be out of love with Shopee - its too late, they already have someone to replace you. At least, I can guarantee you'll be able to stay in Shopee for a year :) Its a fun and energetic team eventhough its toxic.  

- Used to have tea time, now no more :("	"- With above point, they hire new people most of the time - they don't groom their internal. So can forget about career progression if you join here.  Like I said, stagnant. 

- When they say they hire multiracial, ask them the percentage of at the 3 main races in Malaysia. You'll be able to tell how 'multiracial' they are. 

- HR internally is corrupted and integrity is not their thing. i.e Decision been made cater to their own opinion, biggest issue - change of policy, change of contract clause. 

- There's OT allowance, but not applicable to those earn > RM3000. But expected to work extra hours. Great! #LifeAtShopee

- Young, fresh hire. Sounds fun? Indeed. However there's a fine line between young and matured hires. Nothing is wrong to hire fresh grad and give them position that requires prior experience. But, it is wrong to give authority and power to the inexperience employee. No advantage if you have experience cos they don't know how to appreciate. Maybe upper management have insecurity issue."
4210	Best place ever to work at!	 Software Engineer	13 Feb 2020	5.0	"Have been working here for about 2 years and all I can say is that this company is constantly changing which means, constant learning! Management is friendly and open to suggestions/opinions as well!
People here are friendly and cheerful too! Definitely not regretting the choice made."	There isn't much I would say. Some people might say work life balance but I feel that it's subjective as most of the days i leave on time and days that we have to work hard, it's past midnight
4211	Shopee worth a better score on Glassdoor	 Anonymous Employee	10 Feb 2020	5.0	"This is my first time to submit a company review. After reviewing a few negative reviews on complaining about our working hours, I cannot stop myself to submit my opinion here. 

I am sitting near the internal staircase and quite near to the exit. Every day, I saw a lot of employees leave the company at 6:00 or 6:15. And I am pretty sure they are not coming to work before 10:00. 

Our suggested working hours are from 9:30-12:30, 12:30-2:00 lunch break, 2:00-7:00. 

After being with the company for more than 1.5 years, I really saw the improvement of it. Although it is not the perfect workplace (you cannot say who is the perfect one), at least the management team and most of the employees are trying to do our best. Great place for people who wants to achieve something."	Can consider improving the benefits plan better
